CONTRACT_ID,UPC,DESCRIPTION,CITY_COUNTY,MANAGER_EMAIL,CONSTRUCTION_COMPANY,ON_TIME_STATUS,ON_BUDGET_STATUS,CONTRACT_AWARD_AMOUNT,COST_OF_WORK_TO_DATE,ORIGINAL_SPECIFIED_COMPLETION_DATE
KM317PMU109543,109543,"SGR: 2017 PLANT MIX HALIFAX, PITTSYLVANIA CO",Amherst County,,ADAMS CONSTRUCTION COMPANY,G,G,1671256,1571529,2017-09-30
K0000111093N01,111093,SHOULDER WIDENING / RUMBLE STRIP / GR UPGRADES,,,ADAMS CONSTRUCTION COMPANY,G,G,2226245,2173339,2019-09-25
KM318PMB111499,111499,2018 APPOMATTOX & CAMPBELL PLANT MIX,Amherst County,,BOXLEY MATERIALS COMPANY,G,G,5071243,4832253,2018-12-07
KM318PMC111497,111497,2018 PLANT MIX BUCKINGHAM/CUMBERLAND,Amherst County,,"COLONY CONSTRUCTION, INC.",G,G,856717,874330,2018-12-07
KM318PMD111496,111496,SGR* - CHARLOTTE/PE CO. 2018 PLANT MIX,Amherst County,,"COLONY CONSTRUCTION, INC.",G,G,4973247,4464264,2018-12-07
KM318PME111491,111977,2018 HALIFAX PLANT MIX,Amherst County,,ADAMS CONSTRUCTION COMPANY,G,G,6624475,6340275,2018-12-07
KM318PMF111493,111494,2018 PLANT MIX PITTSYLVANIA CO,Amherst County,,ADAMS CONSTRUCTION COMPANY,G,G,4269112,3814788,2018-12-07
KM319LMA112852,112852,2019 LATEX MODIFIED,Appomattox County,,BOXLEY MATERIALS COMPANY,G,G,1900406,1707814,2019-11-22
KM319PMC113226,113226,2019 PLANT MIX,Amherst County,,"COLONY CONSTRUCTION, INC.",G,G,2614847,2377836,2019-12-06
KM319PME113224,113224,2019 PLANT MIX HALIFAX CO,Amherst County,,ADAMS CONSTRUCTION COMPANY,R,G,2535230,2367764,2019-12-06
KM318SSA111079,111079,2018 SLURRY SEAL,Appomattox County,,BOXLEY MATERIALS COMPANY,G,G,332988,338927,2018-10-26
KM319PMD113227,113227,2019 CHARLOTTE & PE COUNTY PLANT MIX,Amherst County,,ADAMS CONSTRUCTION COMPANY,G,G,2785587,2816470,2019-12-06
KM319PMF113225,113292,2019 PITTSYLVANIA COUNTY PLANT MIX SCHEDULE,Amherst County,,ADAMS CONSTRUCTION COMPANY,G,G,3865650,3655317,2019-12-06
KM320LMA114860,114861,2020 LATEX MODIFIED AND CAPE SEAL,Appomattox County,,BOXLEY MATERIALS COMPANY,R,G,1198540,1108539,2020-10-23
KM320PMA114882,114882,2020 AMHERST/NELSON COUNTY PLANT MIX,Amherst County,,BOXLEY MATERIALS COMPANY,G,G,2032972,1821259,2020-11-20
KM320PMB114883,114884,2020 PLANT MIX SCHEDULE,Amherst County,,BOXLEY MATERIALS COMPANY,G,G,2774762,2803308,2020-11-20
KM320PMD114887,114887,CHARLOTTE AND PE COUNTY 2020 P.M. SCHEDULE,Amherst County,,ADAMS CONSTRUCTION COMPANY,G,G,1957395,2270971,2020-11-20
KM320PMF114891,114891,2020 PLANT MIX PITTSYLVANIA COUNTY,Amherst County,,ADAMS CONSTRUCTION COMPANY,G,G,3316708,3158016,2020-11-20
KM321LMA117208,117208,2021 LATEX MODIFIED,Appomattox County,,BOXLEY MATERIALS COMPANY,G,G,992640,76050,2021-10-15
KSM03800112170,112170,2018 PAVEMENT MARKINGS RETRACE,,,"A ANNANDALE, INC.",G,G,493889,515737,2018-10-26
KM320PMC114885,114885,2020 PLANT MIX BUCKINGHAM AND CUMBERLAND,Amherst County,,"COLONY CONSTRUCTION, INC.",G,G,963187,940736,2020-11-20
KM320PME114888,114888,2020 HALIFAX PLANT MIX,Amherst County,,ADAMS CONSTRUCTION COMPANY,G,G,2630660,2559851,2020-11-20
N0000005542C01,5542,SGR SMART SCALE - ROADWAY RECONSTRUCTION,Campbell County,,"KANAWHA STONE COMPANY, INC.",G,G,7649070,6641331,2021-09-17
N0000104946C01,104946,"SMART SCALE - GRADE, DRAIN AND PAVE: PASSING LANE",,,"HAYMES BROTHERS, INC.",G,G,14078561,1436808,2023-05-05
N0000109529C01,109529,SMART SCALE - CONSTRUCTION OF LEFT AND RIGHT TURN LANES,,,"PEARSON CONSTRUCTION, INC.",G,G,1366339,531287,2021-10-15
N0000109537C01,109535,"SMART SCALE - INT. IMPROVEMENTS,ROUNDABOUT & TURN LANES",,,"MCC ACQUISITION,LC DBA VIRGINIA-CAROLINA",G,G,3303502,462817,2022-11-11
N0000103300D21,103300,REPLACE STRUCTURE OVER TRIBUTARY OF MUDDY CREEK,,,"PEARSON CONSTRUCTION, INC.",G,G,532287,590237,2019-08-21
N0000109528C01,109528,SMARTSCALE - RIGHT TURN LANE AT RTE 664,,,"PEARSON CONSTRUCTION, INC.",G,G,461998,427228,2019-10-04
N0000109531C01,109531,SMART SCALE - INTERSECTION RECONSTRUCTION,,,"PEARSON CONSTRUCTION, INC.",G,G,1817845,1639572,2020-11-20
N0000109704M01,109704,SMART SCALE - CONSTRUCTION OF LEFT AND RIGHT TURN LANES,,,"J. R. CASKEY, INC.",G,G,978623,408055,2021-07-30
N0000112820B47,112820,CLARKTON BRIDGE DISMANTLE AND REMOVE,,,JOSEPH B. FAY CO.,G,G,505763,500537,2018-12-20
N0000114779B65,114779,BRIDGE REPLACEMENT OVER BRANCH OF BIRCH CREEK,,,"HAYMES BROTHERS, INC.",G,G,1420633,1406248,2020-08-14
NM318STA110760,110760,2018 SURFACE TREATMENT,Halifax County,,"PAYNE PAVING COMPANY, LLC",G,G,1668061,1548996,2018-10-26
N0000109829C01,109829,SMART SCALE- CONSTRUCT RTE 58 TURN LANES,,,"MCC ACQUISITION,LC DBA VIRGINIA-CAROLINA",G,G,1558999,1573112,2020-12-18
N0000114778B05,114778,REPLACE BRIDGE AND APPROACHES OVER SANDY CREEK,,,"HAYMES BROTHERS, INC.",G,G,1974290,2093723,2020-10-16
P0000104599B27,111279,SGR* - BRIDGE & APPROACH REPLACEMENTS OVER NS RAILROAD,,,"W. C. ENGLISH, INCORPORATED",G,G,16926303,3554856,2023-07-31
P0000104947C01,104947,SMART Scale - SHOULDER WIDENING,,,"WHITE'S CONSTRUCTION COMPANY, INC.",G,G,1149797,1149934,2020-10-09
P0000109530M01,109530,SMART SCALE - ROUTE 601 ROADWAY ALIGNMENT IMPROVEMENTS,,,"WHITE'S CONSTRUCTION COMPANY, INC.",G,G,1391833,1358929,2021-07-14
P0000110108N01,110108,RTE 20 - SHOULDER WIDENING / RUMBLE STRIPS / GR UPGRADES,Roanoke County,,"S. L. WILLIAMSON COMPANY, INCORPORATED",R,G,4899130,5014349,2018-11-30
P0000104600C01,104600,SGR- REPLACE NBL BRIDGE AND APPROACHES OVER NSR,,,"W. C. ENGLISH, INCORPORATED",G,G,8280091,539306,2023-05-19
P0000108165C01,108165,CONSTRUCT SIDEWALK AND INSTALL LIGHTING,,,"RAMIREZ CONTRACTING, L.L.C.",G,G,400222,388201,2020-01-10
P0000109534M01,109534,SMART SCALE - INTERSECTION IMPROVEMENTS,,,"VIRGINIA INFRASTRUCTURE, INC.",G,G,719443,638539,2019-10-04
P0000112588N01,112588,MASH GUARDRAIL UPGRADES,,,"WEBSTER & WEBSTER, INC.",G,G,317493,261212,2019-04-12
P0000114093N01,114093,"SHOULDER WIDENING, INSTALL RUMBLE STRIPS, LINE MARKING",,,"S. L. WILLIAMSON COMPANY, INCORPORATED",G,G,1629631,1761137,2020-11-20
P0000115494M01,111724,SMART SCALE* - INTERSECTION IMPROVEMENTS AND LIGHTING,,,"RAMIREZ CONTRACTING, L.L.C.",G,G,616890,501763,2021-02-17
P0000116476N01,116476,REPLACE OVERHEAD SIGN STRUCTURE,,,RICHARDSON-WAYLAND ELECTRICAL CO. LLC,G,G,199994,37409,2021-06-30
P0000112887N01,112887,CENTERLINE RUMBLE STRIP INSTALLATION,,,"SURFACE PREPARATION TECHNOLOGIES, LLC",G,G,496426,498694,2019-10-11
P0000114094N01,114094,SHOULDER WIDENING AND INSTALL RUMBLE STRIPS,,,"S. L. WILLIAMSON COMPANY, INCORPORATED",G,G,824221,808609,2020-11-20
P000109593N01B,109593,RTE 151 - SHOULDER WIDENING / RUMBLE STRIPS / GR UPGRADES,Roanoke County,,"S. L. WILLIAMSON COMPANY, INCORPORATED",G,G,1149939,1142895,2018-08-11
PM318LMA110679,110679,2018 LATEX MODIFIED,Appomattox County,,"SLURRY PAVERS, INC.",G,G,2303370,2325063,2018-10-26
PM318PMA111502,111502,2018 PLANT MIX AMHERST/NELSON CO,Amherst County,,"S. L. WILLIAMSON COMPANY, INCORPORATED",G,G,6497613,6045846,2018-12-07
PM318STB110569,110569,2018 DILLWYN SURFACE TREATMENT,Halifax County,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,2450521,2250649,2018-10-26
P000107015N01B,107015,AMHERST COUNTY SHOULDER WIDENING / RUMBLE STRIPS / GR,Roanoke County,,"S. L. WILLIAMSON COMPANY, INCORPORATED",G,G,2540936,2588856,2018-11-09
PM318STC110571,110571,2018 HALIFAX /PITT. CO SURFACE TREATMENT,Halifax County,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,2187258,2001605,2018-10-26
PM319STC112824,112823,2019 SURFACE TREATMENT,Halifax County,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,2566484,2366666,2019-10-25
PM320STA114836,114836,2020 SURFACE TREATMENT,Halifax County,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,1366009,1362033,2020-10-16
PM320STC114839,114839,2020 HALIFAX/PITTSYLVANIA CO SURFACE TREATMENT,Halifax County,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,1120460,1095975,2020-10-16
PM319PMA113245,113245,2019 PLANT MIX AMHERST AND NELSON,Amherst County,,"S. L. WILLIAMSON COMPANY, INCORPORATED",G,G,3884531,3869411,2019-12-06
PM320STB114838,114838,2020 SURFACE TREATMENT,Halifax County,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,2162735,2173975,2020-10-16
PM321STC116986,116986,2021 SURFACE TREATMENT: HALIFAX AND PITTSYLVANIA CO.,Halifax County,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,853734,0,2021-10-15
R0000000108004,108004,CONSTRUCT SOUND WALLS,Hanover County,"""Brian.Ramsey@VDOT.Virginia.gov""","CURTIS CONTRACTING, INC.",R,G,4670245,4406077,2020-03-12
R0000056181C01,56181,RTE. 33 - ADD LEFT TURN LANES AT INTERSECTION OF RTE. 623,,"""Brian.Ramsey@VDOT.Virginia.gov""","CATON CONSTRUCTION GROUP, INC.",G,G,3193250,3487183,2019-01-22
R0000101238B22,101238,BRIDGE OVER DEEP CREEK REPLACEMENT,Lunenburg County,,"BURLEIGH CONSTRUCTION CO.,INC",G,G,1291978,227496,2021-11-01
R0000082849M01,82849,SMART SCALE - INTERSECTION IMPROVEMENT,,,"CURTIS CONTRACTING, INC.",G,G,1483057,1498513,2020-11-05
R0000103469B94,103469,NASH ROAD BRIDGE REPLACEMENT OVER RITA BRANCH,,,"ALLEGHENY CONSTRUCTION COMPANY, INC.",G,G,1224815,1195345,2019-09-25
R0000104847C01,104847,RTE 156 - ADD LEFT TURN LANE,,"""Susan.Warr@VDOT.Virginia.gov""","HENRY S BRANSCOME, L.L.C.",G,G,580957,545510,2018-08-29
R0000107769N01,107769,INTERSTATE SIGNAGE UPGRADES,Rockingham County,"""Brian.Ramsey@VDOT.Virginia.gov""","CURTIS CONTRACTING, INC.",R,G,3582070,3444002,2019-08-23
R0000109315C02,109315,SMART Scale - INTERCHANGE IMPROVEMENTS AT RTE. 250,,,"CURTIS CONTRACTING, INC.",G,G,2254235,2323053,2020-10-15
R0000101241B41,101241,SGR - BRIDGE REPLACEMENT OVER WAQUA CREEK,Lunenburg County,,"BURLEIGH CONSTRUCTION CO.,INC",G,G,1044280,1015228,2020-06-02
R0000104638C01,104638,AMTRAK - STAPLES MILL STATION PARKING LOT EXPANSION,,"""Brian.Ramsey@VDOT.Virginia.gov""",BLAKEMORE CONSTRUCTION CORPORATION,G,G,2615728,2905566,2018-08-27
R0000105108D07,105108,REPLACE BRIDGE OVER SALLEE CREEK WITH BOX CULVERT,,,"BURLEIGH CONSTRUCTION CO.,INC",G,G,729317,674577,2020-08-31
R0000107797C01,107797,SMART SCALE - EXTEND NB ACCEL LANE AT BELVIDERE ST,,,"ALLAN MYERS VA, INC.",G,G,1862777,756037,2021-05-25
R0000109988C01,109988,SGR - BRIDGE REPLACEMENT OVER NEWFOUND RIVER,,,ABERNATHY CONSTRUCTION CORPORATION,G,G,986527,46033,2021-12-03
R0000110424C01,110424,SGR - BRIDGE REPLACEMENT OVER RTE. 360 BUS. & NS RAILWAY,,,BRAYMAN CONSTRUCTION CORPORATION,G,G,7825125,2198093,2022-06-20
R0000111465M01,111465,SMART SCALE - CONSTRUCTION OF EMERGENCY PULL-OFFS,,,"ALLAN MYERS VA, INC.",G,G,977700,0,2021-12-21
R0000114712B53,114712,ABUTMENT SCOUR REPAIRS,,,"BURLEIGH CONSTRUCTION CO.,INC",G,G,194687,159442,2020-12-27
R0000109321C01,109321,SMART SCALE - INTERCHANGE IMPROVEMENT,,,"ALLAN MYERS VA, INC.",G,G,4177777,700387,2022-04-26
R0000111289B15,111289,SGR - BRIDGE REHABILITATION,,,"FREYSSINET, INC.",G,G,1841013,1104390,2021-08-24
R0000114676B17,114676,BRIDGE SUBSTRUCTURE REPAIRS,,,COASTAL GUNITE CONSTRUCTION COMPANY,G,G,1336037,15001,2021-11-19
R000101246M01B,101246,BRIDGE REPAIR OVER APPOMATTOX RIVER,,,"BURLEIGH CONSTRUCTION CO.,INC",G,G,1528324,1313553,2021-05-17
R000107458DB95,107459,"INTERSTATE 64 , EXIT 200-205 DESIGN BUILD",,"""Scott.Fisher@VDOT.Virginia.gov""",CORMAN-BRANCH JV,G,G,43385000,46369175,2019-08-22
R000111277B24B,111277,SGR- BRIDGE SUPERSTRUCTURE REPLACEMENT,,"""Susan.Warr@VDOT.Virginia.gov""","CURTIS CONTRACTING, INC.",G,G,1534133,1517055,2020-10-01
RM19PM42113397,113397,CORRIDOR PATCHING & PAVING,,"""Brian.Ramsey@VDOT.Virginia.gov""","ALLAN MYERS VA, INC.",G,G,3755776,3759406,2019-08-01
R0000116482B10,116482,REPLACE WIRE ROPES & CLUTCH ON THE BENJAMIN HARRISON BRIDGE,,,"FLATIRON CONSTRUCTORS, INC.",G,G,2315830,2314665,2021-01-11
R000114867D01B,114867,CULVERT RESTORATIONS,,,COASTAL GUNITE CONSTRUCTION COMPANY,G,G,619650,0,2021-08-27
RM418PM1110909,110909,SGR* - ASPHALT RESURFACING ALONG I-85,,"""Susan.Warr@VDOT.Virginia.gov""","ALLAN MYERS VA, INC.",G,G,3111777,2776120,2018-10-26
RM418PM2111071,111071,ASPHALT RESURFACING ALONG I-85,,"""Susan.Warr@VDOT.Virginia.gov""","ALLAN MYERS VA, INC.",G,G,3775777,3598093,2018-10-26
RM418PM3111072,111073,ASPHALT RESURFACING ALONG I-95 SB,,"""Susan.Warr@VDOT.Virginia.gov""","ALLAN MYERS VA, INC.",G,G,2666776,2630385,2018-10-26
RM418PM5111103,111075,ASPHALT RESURFACING AND CONCRETE PATCHING,,"""Brian.Ramsey@VDOT.Virginia.gov""",DENTON CONCRETE SERVICES COMPANY,G,G,4656687,4873798,2018-11-13
RM19PM43113398,113398,CORRIDOR PATCHING & PAVING,,,"ALLAN MYERS VA, INC.",G,G,3945777,4032873,2019-07-01
RM418PM4111074,111074,RTE 95 & 64 ASPHALT RESURFACING,,"""Brian.Ramsey@VDOT.Virginia.gov""","ALLAN MYERS VA, INC.",G,G,3247777,2801925,2018-10-26
RM418PMA110709,110709,2018 PLANT MIX,,"""Brian.Ramsey@VDOT.Virginia.gov""","ALLAN MYERS VA, INC.",R,G,2990777,3017048,2018-12-07
RM418PMD110715,110715,2018 PLANT MIX,,"""Susan.Warr@VDOT.Virginia.gov""","COLONY CONSTRUCTION, INC.",G,G,4079477,3689842,2018-12-07
RM418PMF110717,112525,2018 PLANT MIX,,"""Robert.Poutier@vdot.virginia.gov""","ALLAN MYERS VA, INC.",G,G,3222777,3277547,2018-12-07
RM418PMH110716,110716,2018 PLANT MIX,,,"ALLAN MYERS VA, INC.",G,G,1550776,1563156,2018-12-07
RM418PMC110714,110714,2018 PLANT MIX,,"""Robert.Poutier@vdot.virginia.gov""","COLONY CONSTRUCTION, INC.",G,G,6428787,5791965,2018-12-07
RM418PMG111646,111646,2018 PLANT MIX,,"""Robert.Poutier@vdot.virginia.gov""",BRANSCOME INC.,G,G,5949809,5387962,2018-12-07
RM419PM4113399,113399,CORRIDOR PATCHING AND PAVING,,,"ALLAN MYERS VA, INC.",G,G,5444777,5426679,2019-10-15
RM419PM6113488,113488,ASPHALT RESURFACING,,"""Susan.Warr@VDOT.Virginia.gov""","COLONY CONSTRUCTION, INC.",G,R,463967,588984,2019-07-10
RM419PMA113550,113550,2019 PLANT MIX,,"""Brian.Ramsey@VDOT.Virginia.gov""",BRANSCOME INC.,G,G,5646379,5317581,2019-12-06
RM419PMB113395,113552,2019 PLANT MIX,,,"ALLAN MYERS VA, INC.",G,G,4955777,4867547,2019-12-06
RM419PM4113396,113396,CORRIDOR PATCHING AND PAVING,,"""Susan.Warr@VDOT.Virginia.gov""","ALLAN MYERS VA, INC.",R,G,4055777,4507664,2019-09-15
RM419PM5113400,113400,CORRIDOR PAVING,,,"ALLAN MYERS VA, INC.",G,G,2466777,2625292,2020-05-15
RM419PMD113545,113545,ASPHALT RESURFACING,,"""Susan.Warr@VDOT.Virginia.gov""","ALLAN MYERS VA, INC.",R,G,6366777,6367982,2019-12-06
RM419PMF113382,113394,2019 PLANT MIX,,"""Robert.Poutier@vdot.virginia.gov""","COLONY CONSTRUCTION, INC.",G,G,4881197,4692095,2019-12-06
RM420PM1115256,115256,PAVEMENT REHABILITATION,,,"ALLAN MYERS VA, INC.",G,G,7073777,7190420,2021-05-28
RM419PMC113546,113546,ASPHALT RESURFACING,,"""Robert.Poutier@vdot.virginia.gov""","COLONY CONSTRUCTION, INC.",G,G,5056237,5083085,2019-12-06
RM419SSA113378,113378,2019 SLURRY SEAL,Stafford County,"""Brian.Ramsey@VDOT.Virginia.gov""",BOXLEY MATERIALS COMPANY,G,G,1606436,1536746,2019-11-22
RM420PM5115478,115478,INTERSTATE PAVEMENT REHABILITATION,,,"ALLAN MYERS VA, INC.",G,G,2628777,2598209,2020-11-20
RM420PMB115059,115057,2020 PLANT MIX,,,"COLONY CONSTRUCTION, INC.",G,G,4813987,4463889,2020-11-20
RM420PMD115056,115054,2020 PLANT MIX,,,"ALLAN MYERS VA, INC.",G,G,3155777,2976823,2020-11-20
RM420PM2115257,115257,PAVEMENT RESTORATION,,,"ALLAN MYERS VA, INC.",G,G,4069777,4072943,2020-11-20
RM420PM6115479,115479,PAVEMENT REHABILITATION,,,ADAMS CONSTRUCTION COMPANY,G,G,2993529,2977227,2020-11-20
RM420PMC115062,115062,2020 PLANT MIX,,,"COLONY CONSTRUCTION, INC.",G,G,3289777,3072011,2020-11-20
RM421PMD117927,117928,2021 PLANT MIX,,,"ALLAN MYERS VA, INC.",G,G,2869777,0,2021-11-15
S0000082892M01,82892,SIGHT DISTANCE IMPROVEMENT AND TRENCH WIDENING,,,"HOWARD BROTHERS CONTRACTOR, INC.",G,G,464284,103898,2021-05-30
S0000097688C01,97688,CONSTRUCT SHARED-USE PATH,,,"HOWARD BROTHERS CONTRACTOR, INC.",R,G,932318,1046799,2020-07-13
S0000008216C01,8216,CARTER-GALLIER BLVD.,,"""Robert.Poutier@vdot.virginia.gov""","PHILLIPS CONSTRUCTION, LLC OF KY(USED IN",G,G,3295979,2972536,2018-08-16
S0000090018C01,90018,CEDAR LEVEL RD. WIDENING AND SAFETY IMPROVEMENTS,Hopewell,"""Susan.Warr@VDOT.Virginia.gov""","J. L. KENT & SONS, INC.",R,G,6633105,7114656,2020-08-25
S0000110667B51,110667,BRIDGE PAINTING OVER RTE. 10,,,"MANOLIS PAINTING, INC.",G,G,248000,248000,2020-10-07
S0000111287B13,111287,SGR - BRIDGE REPAIR W.B.L. OVER N. ANNA RIVER,,,"HAYMES BROTHERS, INC.",G,G,2284109,943845,2022-04-05
S0000116568N01,116568,ON CALL ADA COMPLIANCE,,,"NORTH CONSTRUCTION, INC.",G,R,254239,378182,2021-07-01
SM418PME110711,110711,2018 PLANT MIX,,"""Brian.Ramsey@VDOT.Virginia.gov""",LEE HY PAVING CORPORATION,G,G,5987873,5559163,2018-12-07
S0000107206N01,107206,REPLACE ANCILLARY SIGN STRUCTURES - DISTRICTWIDE,,"""Robert.Poutier@vdot.virginia.gov""","MIDASCO VA LLC (USED IN VA: MIDASCO, LLC",G,G,1127543,875768,2018-10-31
S0000110710N01,110710,MINOR WIDENING PHASE II,,,LEE HY PAVING CORPORATION,G,G,399955,325533,2019-10-16
S0000111298B10,111298,SGR - BRIDGE REHAB OVER RTE. 460,,,"M. D. MILLER CO., INC.",G,G,3179250,990614,2021-05-05
S000106240M01B,106240,INSTALL PEDESTRAIN ACCOMMODATIONS,,"""Brian.Ramsey@VDOT.Virginia.gov""","M & F CONCRETE, INC.",G,G,1174566,1006194,2019-04-19
SM420PMA115067,115067,2020 PLANT MIX,,,LEE HY PAVING CORPORATION,G,G,4758639,4529749,2020-11-20
SM420PMF115061,115061,2020 PLANT MIX,,,LEE HY PAVING CORPORATION,G,G,4397560,4164644,2020-11-20
T0000017179C01,17180,HORIZONTAL & VERTICAL ALIGNMENT ROADWAY RECONSTRUCTION,Chesterfield County,"""Robert.Poutier@vdot.virginia.gov""","SHOOSMITH CONSTRUCTION, INC.",G,G,1795585,1622185,2018-09-24
T0000107795C01,107795,SMART SCALE - IMPROVE RAMP AREA AT FRANKLIN ST,,"""Brian.Ramsey@VDOT.Virginia.gov""","SHOOSMITH CONSTRUCTION, INC.",R,R,1362928,1842888,2019-07-15
T0000086442C01,86442,IMPROVE AND MAJOR WIDENING,Powhatan County,,"E. J. WADE CONSTRUCTION, LLC",G,G,11653486,11298551,2019-06-11
T0000109083T01,109083,SMART SCALE - INTERSTATE ROADWAY LIGHTING,,,THE LANE CONSTRUCTION CORPORATION,G,G,2924098,3105171,2020-10-20
T0000114337N01,114337,PEDESTRIAN SAFETY ENHANCEMENTS ALONG THE CAPITAL TRAIL,,,VENTURE ELECTRIC COMPANY,G,G,389362,345998,2020-09-08
T000110423B11B,110423,BENJAMIN HARRISON BRIDGE - FOOTING REHABILITATION,,,SEAWARD MARINE CORPORATION,G,G,1810028,1724138,2020-11-09
TM418STA110644,110644,2018 SURFACE TREATMENT,,"""Brian.Ramsey@VDOT.Virginia.gov""","WHITEHURST PAVING COMPANY, INCORPORATED",G,G,2535182,2429021,2018-10-26
T0000108575C01,108575,REPLACE ANCILLARY STRUCTURES,,"""Robert.Poutier@vdot.virginia.gov""",RICHARDSON-WAYLAND ELECTRICAL CO. LLC,G,G,1430700,1257267,2019-07-10
T0000113639B20,113639,"MILL, HYDRO DEMO & OVERLAY BRIDGES",,,"WAGMAN HEAVY CIVIL, INC.",G,G,1970367,2028550,2020-05-26
T000109261M501,109261,ADVANCED TRAFFIC MANAGEMENT SYSTEM PROJECT,,"""Brian.Ramsey@VDOT.Virginia.gov""",RICHARDSON-WAYLAND ELECTRICAL CO. LLC,R,G,3056359,3185548,2020-07-09
TM418SSA110707,110707,2018 SLURRY SEAL,,"""Brian.Ramsey@VDOT.Virginia.gov""","SLURRY PAVERS, INC.",G,G,2934514,2906017,2018-10-26
TM418STC110652,110652,2018 SURFACE TREATMENT,,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,864299,769085,2018-10-26
TM419LMA113380,113380,2019 LATEX MODIFIED,Stafford County,"""Robert.Poutier@vdot.virginia.gov""","SLURRY PAVERS, INC.",G,G,3062806,3011662,2019-11-22
TM419SSB113379,113379,2019 SLURRY SEAL,Stafford County,"""Susan.Warr@VDOT.Virginia.gov""","SLURRY PAVERS, INC.",G,G,738240,677025,2019-11-22
TM419STB113369,113369,2019 SURFACE TREATMENT,Stafford County,"""Susan.Warr@VDOT.Virginia.gov""","WHITEHURST PAVING COMPANY, INCORPORATED",G,G,3234966,3180270,2019-10-25
TM418STB110651,110651,2018 SURFACE TREATMENT,,"""Susan.Warr@VDOT.Virginia.gov""","WHITEHURST PAVING COMPANY, INCORPORATED",G,G,3446699,3388173,2018-10-26
TM418STD110705,110705,2018 SURFACE TREATMENT,,"""Susan.Warr@VDOT.Virginia.gov""","WHITEHURST PAVING COMPANY, INCORPORATED",G,G,1568879,1529055,2018-10-26
TM419LMB113381,113381,2019 LATEX MODIFIED,Stafford County,"""Robert.Poutier@vdot.virginia.gov""","SLURRY PAVERS, INC.",G,G,3483419,3442600,2019-11-22
TM419STA113370,113370,2019 SURFACE TREATMENT,Stafford County,"""Brian.Ramsey@VDOT.Virginia.gov""","WHITEHURST PAVING COMPANY, INCORPORATED",G,G,2499917,2401872,2019-10-25
TM419STD113377,113377,2019 SURFACE TREATMENT,Stafford County,"""Susan.Warr@VDOT.Virginia.gov""","WHITEHURST PAVING COMPANY, INCORPORATED",G,G,1956160,1837066,2019-10-25
TM420LMB115068,115068,2020 LATEX MODIFIED,,,"SLURRY PAVERS, INC.",G,G,2628677,2568243,2020-10-23
TM420SSB115914,115052,2020 SLURRY SEAL,,,"SLURRY PAVERS, INC.",G,G,767168,769837,2020-10-23
TM420STA115050,115049,2020 SURFACE TREATMENT,,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,1997537,1912049,2020-10-16
TM419STC113376,113376,2019 SURFACE TREATMENT,Stafford County,"""Robert.Poutier@vdot.virginia.gov""","WHITEHURST PAVING COMPANY, INCORPORATED",G,G,1028254,972818,2019-10-25
TM420LMA115069,115069,2020 LATEX MODIFIED,,,"SLURRY PAVERS, INC.",G,G,3071948,3002067,2020-10-23
TM420SSA115053,115053,2020 SLURRY SEAL,,,"SLURRY PAVERS, INC.",G,G,1494203,1472228,2020-10-23
TM420STB115048,115048,2020 SURFACE TREATMENT,,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,832995,807471,2020-10-16
TM420STC115046,115047,2020 SURFACE TREATMENT,,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,1777795,1758597,2020-10-16
TM421LM1117635,117635,2021 LATEX MODIFIED,,,"SLURRY PAVERS, INC.",G,G,1017228,74011,2021-10-15
TM421SSA117803,117632,2021 CAPE SEAL,,,"SLURRY PAVERS, INC.",G,G,2877208,232713,2021-10-15
TM420STD115045,115045,2020 SURFACE TREATMENT,,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,899270,894397,2020-10-16
TM421LMA117636,117636,2021 LATEX MODIFIED,,,"SLURRY PAVERS, INC.",G,G,2927162,498366,2021-10-15
TM421SSB117634,117633,2021 SLURRY SEAL,,,"SLURRY PAVERS, INC.",G,G,696031,85784,2021-10-15
TM421STA117627,117626,2021 SURFACE TREATMENT,,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,2281405,103942,2021-10-15
TM421STB117629,117628,2021 SURFACE TREATMENT,,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,2580776,0,2021-10-15
TM421STC117630,117630,2021 SURFACE TREATMENT,,,"WHITEHURST PAVING COMPANY, INCORPORATED",G,G,2029555,0,2021-10-15
U0000093077B35,93077,SGR - REPLACE BRIDGE OVER RTE. I-64 AND CSXT R/R,,,CORMAN KOKOSING CONSTRUCTION COMPANY,G,G,22963391,11741034,2021-07-23
U0000100921C01,100921,SMART SCALE* - ROADWAY WIDENING,,,BRANSCOME INC.,G,G,10229387,6772965,2021-10-01
